filename,year,
fujinaga25linkedMusicLBD_poster2.jpg,2025,"Fujinaga, Ichiro, Junjun Cao, Kyrie Bouressa, Hanwen Zhang, Kun Fang, Liam Pond, Yu-Chia Kuo, Mai Lyn Puittinen, Caroline Guo, Hong Van Pham, Yueqiao Zhang, Antoine Phan, Linnea Kirby, Sebastien Chow, Simon Ngassam, Sichen Meng, Geneviève Gates-Panneton, Yinan Zhou, Dylan Hillerbrand, Andrew Hankinson, and Anna de Bakker. 2025. “Integrating Music Databases with Linked Data.” Presented at the International Society for Music Information Retrieval Conference: Late-breaking Demo Session, Daejeon, Korea, September 25."
LLM4MA_Poster.jpg,2025,"Antila, Christopher, and Julie Cumming. 2014. “The VIS Framework: Analyzing Counterpoint in Large Datasets.” Poster presented at the 15th International Society for Music Information Retrieval Conference, Taipei, Taiwan, October 27."
2025-poster-fang.jpg,2025,"Kun Fang, Kyrie Bouressa, Yu-Chia Kuo, Anna de Bakker, and Ichiro Fujinaga. 2025. “Universal Musical Instrument Lexicon: A Crowdsourced Platform for Expanding Multilingual Vocabularies and Enhancing Global Access to Musical Instrument Metadata.” Presented at the Accepted by the 12th International Conference on Digital Libraries for Musicology, Sogang University, Seoul, South Korea."
